prompt,pipeline
"{""source_type"": ""rtsp"", ""source_location"": ""rtsp://192.168.1.139:8006/1"", ""caps_filter"": ""Y42B"", ""frame_rate"": ""2/1"", ""detect"": {""model"": ""/usr/local/models/tensorflow/recognition/1.0/FP32/model_2471.xml"", ""device"": ""HDDL""}, ""track"": {""tracking_type"": 1}, ""classify"": {""model"": ""/usr/local/models/tensorflow/recognition/4.0/FP16/model_9628.xml"", ""device"": ""CPU"", ""inference_region"": ""roi-list""}, ""inference"": [{""model"": ""/var/lib/models/pytorch/recognition/3.0/FP32/model_9108.xml"", ""device"": ""CPU"", ""inference_region"": ""roi-list""}, {""model"": ""/usr/share/models/openvino/detection/5.0/INT8/model_9563.xml"", ""device"": ""GPU"", ""inference_region"": ""roi-list""}, {""model"": ""/opt/models/pytorch/detection/1.0/FP32/model_1037.xml"", ""device"": ""HDDL"", ""inference_region"": ""roi-list""}, {""model"": ""/usr/share/models/pytorch/detection/5.0/INT8/model_8957.xml"", ""device"": ""HDDL"", ""inference_region"": ""roi-list""}], ""emit_signals"": true, ""sync"": false, ""drop"": true, ""max_buffers"": 34}","gst-launch-1.0 rtspsrc location=rtsp://192.168.1.139:8006/1 ! rtph264depay ! h264parse ! avdec_h264 ! videoconvert ! videorate ! video/x-raw,framerate=2/1 ! videoconvert ! capsfilter caps=video/x-raw,format=Y42B ! gvadetect model=/usr/local/models/tensorflow/recognition/1.0/FP32/model_2471.xml device=HDDL ! queue ! gvatrack tracking-type=1 ! queue ! gvaclassify model=/usr/local/models/tensorflow/recognition/4.0/FP16/model_9628.xml device=CPU inference-region=roi-list ! queue ! gvainference model=/var/lib/models/pytorch/recognition/3.0/FP32/model_9108.xml device=CPU inference-region=roi-list ! queue ! gvainference model=/usr/share/models/openvino/detection/5.0/INT8/model_9563.xml device=GPU inference-region=roi-list ! queue ! gvainference model=/opt/models/pytorch/detection/1.0/FP32/model_1037.xml device=HDDL inference-region=roi-list ! queue ! gvainference model=/usr/share/models/pytorch/detection/5.0/INT8/model_8957.xml device=HDDL inference-region=roi-list ! queue ! appsink name=appsink emit-signals=True drop=True sync=False max-buffers=34"
"{""source_type"": ""rtsp"", ""source_location"": ""rtsp://192.168.1.79:8090/backup"", ""video_crop"": {""top"": 0, ""left"": 11, ""right"": 8, ""bottom"": 430}, ""video_scale"": {""width"": 1070, ""height"": 433}, ""detect"": {""model"": ""/usr/local/models/intel/detection/2.1/FP32/model_7530.xml"", ""device"": ""HDDL"", ""threshold"": 0.86}, ""track"": {""tracking_type"": ""zero-term""}, ""classify"": {""model"": ""/usr/share/models/intel/segmentation/1.0/INT8/model_6703.xml"", ""device"": ""HDDL"", ""inference_region"": ""roi-list""}, ""inference"": [{""model"": ""/var/lib/models/pytorch/segmentation/4.0/FP32/model_2267.xml"", ""device"": ""HDDL"", ""inference_region"": ""roi-list""}, {""model"": ""/usr/share/models/intel/recognition/2.1/INT8/model_9701.xml"", ""device"": ""CPU"", ""inference_region"": ""roi-list""}, {""model"": ""/opt/models/pytorch/recognition/3.0/FP32/model_5000.xml"", ""device"": ""HDDL"", ""inference_region"": ""roi-list""}, {""model"": ""/home/user/.local/models/onnx/segmentation/4.0/INT8/model_2531.xml"", ""device"": ""GPU"", ""inference_region"": ""roi-list""}], ""emit_signals"": true, ""sync"": true, ""drop"": false, ""max_buffers"": 69}","gst-launch-1.0 rtspsrc location=rtsp://192.168.1.79:8090/backup ! rtph264depay ! h264parse ! avdec_h264 ! videocrop top=0 left=11 right=8 bottom=430 ! queue ! videoscale ! video/x-raw,width=1070,height=433 ! gvadetect model=/usr/local/models/intel/detection/2.1/FP32/model_7530.xml device=HDDL threshold=0.86 ! queue ! gvatrack tracking-type=zero-term ! queue ! gvaclassify model=/usr/share/models/intel/segmentation/1.0/INT8/model_6703.xml device=HDDL inference-region=roi-list ! queue ! gvainference model=/var/lib/models/pytorch/segmentation/4.0/FP32/model_2267.xml device=HDDL inference-region=roi-list ! queue ! gvainference model=/usr/share/models/intel/recognition/2.1/INT8/model_9701.xml device=CPU inference-region=roi-list ! queue ! gvainference model=/opt/models/pytorch/recognition/3.0/FP32/model_5000.xml device=HDDL inference-region=roi-list ! queue ! gvainference model=/home/user/.local/models/onnx/segmentation/4.0/INT8/model_2531.xml device=GPU inference-region=roi-list ! queue ! appsink name=appsink emit-signals=True drop=False sync=True max-buffers=69"
"{""source_type"": ""rtsp"", ""source_location"": ""rtsp://192.168.1.94:8039/live/channel3"", ""video_scale"": {""width"": 1780, ""height"": 937}, ""caps_filter"": ""I420_12BE"", ""detect"": {""model"": ""/usr/local/models/pytorch/segmentation/1.0/FP16/model_9230.xml"", ""device"": ""CPU"", ""model_proc"": ""/usr/share/intel/model_proc/classification/model_7067.json"", ""inference_interval"": 4}, ""track"": {""tracking_type"": 2}, ""classify"": {""model"": ""/usr/share/models/openvino/classification/3.0/INT8/model_7514.xml"", ""device"": ""HDDL"", ""inference_region"": ""full-frame""}, ""emit_signals"": true, ""sync"": false, ""drop"": true}","gst-launch-1.0 rtspsrc location=rtsp://192.168.1.94:8039/live/channel3 ! rtph264depay ! h264parse ! avdec_h264 ! videoconvert ! capsfilter caps=video/x-raw,format=I420_12BE ! videoscale ! video/x-raw,width=1780,height=937 ! gvadetect model=/usr/local/models/pytorch/segmentation/1.0/FP16/model_9230.xml device=CPU model-proc=/usr/share/intel/model_proc/classification/model_7067.json inference-interval=4 ! queue ! gvatrack tracking-type=2 ! queue ! gvaclassify model=/usr/share/models/openvino/classification/3.0/INT8/model_7514.xml device=HDDL inference-region=full-frame ! queue ! appsink name=appsink emit-signals=True drop=True sync=False"
"{""source_type"": ""file"", ""source_location"": ""/opt/mall/entrance_7/device_5.mp4"", ""caps_filter"": ""P016_LE"", ""frame_rate"": ""15/1"", ""detect"": {""model"": ""/usr/local/models/pytorch/detection/1.0/INT8/model_2957.xml"", ""device"": ""HDDL"", ""threshold"": 0.7}, ""track"": {""tracking_type"": ""short-term-imageless""}, ""emit_signals"": true, ""sync"": false, ""drop"": false, ""max_buffers"": 750}","gst-launch-1.0 filesrc location=/opt/mall/entrance_7/device_5.mp4 ! decodebin ! videoconvert ! videorate ! video/x-raw,framerate=15/1 ! videoconvert ! capsfilter caps=video/x-raw,format=P016_LE ! gvadetect model=/usr/local/models/pytorch/detection/1.0/INT8/model_2957.xml device=HDDL threshold=0.7 ! queue ! gvatrack tracking-type=short-term-imageless ! queue ! appsink name=appsink emit-signals=True drop=False sync=False max-buffers=750"
"{""source_type"": ""rtsp"", ""source_location"": ""rtsp://192.168.1.67:8025/3"", ""video_crop"": {""top"": 419, ""left"": 93, ""right"": 88, ""bottom"": 445}, ""video_scale"": {""width"": 1806, ""height"": 879}, ""caps_filter"": ""P010_10BE"", ""detect"": {""model"": ""/opt/models/openvino/segmentation/3.0/FP32/model_4433.xml"", ""device"": ""GPU"", ""model_proc"": ""/home/user/.local/intel/model_proc/detection/model_4035.json"", ""threshold"": 0.88, ""inference_interval"": 2}, ""track"": {""tracking_type"": 2}, ""classify"": {""model"": ""/home/user/.local/models/intel/classification/1.0/FP32/model_8691.xml"", ""device"": ""HDDL"", ""inference_region"": ""full-frame""}, ""emit_signals"": false, ""sync"": true, ""drop"": true, ""max_buffers"": 334}","gst-launch-1.0 rtspsrc location=rtsp://192.168.1.67:8025/3 ! rtph264depay ! h264parse ! avdec_h264 ! videoconvert ! capsfilter caps=video/x-raw,format=P010_10BE ! videocrop top=419 left=93 right=88 bottom=445 ! queue ! videoscale ! video/x-raw,width=1806,height=879 ! gvadetect model=/opt/models/openvino/segmentation/3.0/FP32/model_4433.xml device=GPU model-proc=/home/user/.local/intel/model_proc/detection/model_4035.json threshold=0.88 inference-interval=2 ! queue ! gvatrack tracking-type=2 ! queue ! gvaclassify model=/home/user/.local/models/intel/classification/1.0/FP32/model_8691.xml device=HDDL inference-region=full-frame ! queue ! appsink name=appsink emit-signals=False drop=True sync=True max-buffers=334"
"{""source_type"": ""file"", ""source_location"": ""/opt/retail_2/entrance/sensor_9.mp4"", ""video_scale"": {""width"": 1381, ""height"": 759}, ""caps_filter"": ""I420_12LE"", ""frame_rate"": ""15/1"", ""detect"": {""model"": ""/home/user/.local/models/openvino/classification/5.0/INT8/model_3011.xml"", ""device"": ""HDDL"", ""model_proc"": ""/home/user/.local/intel/model_proc/recognition/model_2011.json"", ""inference_interval"": 1}, ""track"": {""tracking_type"": 2}, ""classify"": {""model"": ""/home/user/.local/models/tensorflow/segmentation/3.0/FP16/model_6446.xml"", ""device"": ""HDDL"", ""inference_region"": ""roi-list""}, ""inference"": [{""model"": ""/usr/local/models/tensorflow/recognition/2.0/INT8/model_5535.xml"", ""device"": ""CPU"", ""inference_region"": ""roi-list""}, {""model"": ""/usr/share/models/tensorflow/recognition/1.0/INT8/model_6144.xml"", ""device"": ""CPU"", ""inference_region"": ""roi-list""}, {""model"": ""/usr/local/models/intel/classification/2.0/FP16/model_1765.xml"", ""device"": ""HDDL"", ""inference_region"": ""roi-list""}], ""emit_signals"": true, ""sync"": true, ""drop"": true}","gst-launch-1.0 filesrc location=/opt/retail_2/entrance/sensor_9.mp4 ! decodebin ! videoconvert ! videorate ! video/x-raw,framerate=15/1 ! videoconvert ! capsfilter caps=video/x-raw,format=I420_12LE ! videoscale ! video/x-raw,width=1381,height=759 ! gvadetect model=/home/user/.local/models/openvino/classification/5.0/INT8/model_3011.xml device=HDDL model-proc=/home/user/.local/intel/model_proc/recognition/model_2011.json inference-interval=1 ! queue ! gvatrack tracking-type=2 ! queue ! gvaclassify model=/home/user/.local/models/tensorflow/segmentation/3.0/FP16/model_6446.xml device=HDDL inference-region=roi-list ! queue ! gvainference model=/usr/local/models/tensorflow/recognition/2.0/INT8/model_5535.xml device=CPU inference-region=roi-list ! queue ! gvainference model=/usr/share/models/tensorflow/recognition/1.0/INT8/model_6144.xml device=CPU inference-region=roi-list ! queue ! gvainference model=/usr/local/models/intel/classification/2.0/FP16/model_1765.xml device=HDDL inference-region=roi-list ! queue ! appsink name=appsink emit-signals=True drop=True sync=True"
"{""source_type"": ""rtsp"", ""source_location"": ""rtsp://192.168.1.163:8086/live/channel1"", ""caps_filter"": ""P010_10BE"", ""detect"": {""model"": ""/usr/local/models/onnx/classification/4.0/FP16/model_5167.xml"", ""device"": ""GPU"", ""model_proc"": ""/opt/intel/model_proc/recognition/model_8175.json"", ""threshold"": 0.72, ""inference_interval"": 9}, ""track"": {""tracking_type"": ""zero-term""}, ""emit_signals"": false, ""sync"": true, ""drop"": true, ""max_buffers"": 501}","gst-launch-1.0 rtspsrc location=rtsp://192.168.1.163:8086/live/channel1 ! rtph264depay ! h264parse ! avdec_h264 ! videoconvert ! capsfilter caps=video/x-raw,format=P010_10BE ! gvadetect model=/usr/local/models/onnx/classification/4.0/FP16/model_5167.xml device=GPU model-proc=/opt/intel/model_proc/recognition/model_8175.json threshold=0.72 inference-interval=9 ! queue ! gvatrack tracking-type=zero-term ! queue ! appsink name=appsink emit-signals=False drop=True sync=True max-buffers=501"
"{""source_type"": ""file"", ""source_location"": ""/opt/shop_4/surveillance/camera_9.mp4"", ""video_crop"": {""top"": 330, ""left"": 98, ""right"": 98, ""bottom"": 206}, ""detect"": {""model"": ""/usr/share/models/onnx/detection/3.0/FP16/model_7341.xml"", ""device"": ""HDDL"", ""model_proc"": ""/usr/local/intel/model_proc/classification/model_4734.json""}, ""track"": {""tracking_type"": ""zero-term-imageless""}, ""classify"": {""model"": ""/home/user/.local/models/tensorflow/classification/2.0/INT8/model_6488.xml"", ""device"": ""HDDL"", ""inference_region"": ""full-frame"", ""model_proc"": ""/opt/intel/model_proc/recognition/model_7117.json""}, ""inference"": [{""model"": ""/home/user/.local/models/onnx/classification/2.0/FP16/model_2036.xml"", ""device"": ""GPU"", ""inference_region"": ""roi-list""}], ""emit_signals"": true, ""sync"": true, ""drop"": true}",gst-launch-1.0 filesrc location=/opt/shop_4/surveillance/camera_9.mp4 ! decodebin ! videocrop top=330 left=98 right=98 bottom=206 ! queue ! gvadetect model=/usr/share/models/onnx/detection/3.0/FP16/model_7341.xml device=HDDL model-proc=/usr/local/intel/model_proc/classification/model_4734.json ! queue ! gvatrack tracking-type=zero-term-imageless ! queue ! gvaclassify model=/home/user/.local/models/tensorflow/classification/2.0/INT8/model_6488.xml device=HDDL inference-region=full-frame model-proc=/opt/intel/model_proc/recognition/model_7117.json ! queue ! gvainference model=/home/user/.local/models/onnx/classification/2.0/FP16/model_2036.xml device=GPU inference-region=roi-list ! queue ! appsink name=appsink emit-signals=True drop=True sync=True
"{""source_type"": ""rtsp"", ""source_location"": ""rtsp://192.168.1.165:8081/main_low"", ""video_crop"": {""top"": 0, ""left"": 5, ""right"": 3, ""bottom"": 435}, ""frame_rate"": ""10/1"", ""detect"": {""model"": ""/usr/share/models/openvino/segmentation/4.0/FP32/model_5771.xml"", ""device"": ""HDDL"", ""model_proc"": ""/opt/intel/model_proc/classification/model_7200.json"", ""inference_interval"": 9}, ""track"": {""tracking_type"": ""zero-term-imageless""}, ""inference"": [{""model"": ""/usr/local/models/tensorflow/segmentation/3.0/FP16/model_6100.xml"", ""device"": ""HDDL"", ""inference_region"": ""roi-list""}, {""model"": ""/var/lib/models/onnx/classification/2.1/INT8/model_6564.xml"", ""device"": ""CPU"", ""inference_region"": ""roi-list""}, {""model"": ""/opt/models/pytorch/recognition/2.0/FP16/model_7414.xml"", ""device"": ""GPU"", ""inference_region"": ""roi-list""}, {""model"": ""/usr/local/models/intel/segmentation/2.1/INT8/model_6390.xml"", ""device"": ""HDDL"", ""inference_region"": ""roi-list""}], ""emit_signals"": true, ""sync"": false, ""drop"": false}","gst-launch-1.0 rtspsrc location=rtsp://192.168.1.165:8081/main_low ! rtph264depay ! h264parse ! avdec_h264 ! videoconvert ! videorate ! video/x-raw,framerate=10/1 ! videocrop top=0 left=5 right=3 bottom=435 ! queue ! gvadetect model=/usr/share/models/openvino/segmentation/4.0/FP32/model_5771.xml device=HDDL model-proc=/opt/intel/model_proc/classification/model_7200.json inference-interval=9 ! queue ! gvatrack tracking-type=zero-term-imageless ! queue ! gvainference model=/usr/local/models/tensorflow/segmentation/3.0/FP16/model_6100.xml device=HDDL inference-region=roi-list ! queue ! gvainference model=/var/lib/models/onnx/classification/2.1/INT8/model_6564.xml device=CPU inference-region=roi-list ! queue ! gvainference model=/opt/models/pytorch/recognition/2.0/FP16/model_7414.xml device=GPU inference-region=roi-list ! queue ! gvainference model=/usr/local/models/intel/segmentation/2.1/INT8/model_6390.xml device=HDDL inference-region=roi-list ! queue ! appsink name=appsink emit-signals=True drop=False sync=False"
"{""source_type"": ""file"", ""source_location"": ""/opt/shop_3/checkout/cam_2.mp4"", ""detect"": {""model"": ""/home/user/.local/models/intel/classification/1.0/INT8/model_3238.xml"", ""device"": ""HDDL"", ""model_proc"": ""/opt/intel/model_proc/classification/model_7475.json"", ""threshold"": 0.9, ""inference_interval"": 7}, ""track"": {""tracking_type"": 0}, ""classify"": {""model"": ""/usr/local/models/intel/segmentation/2.1/FP16/model_1694.xml"", ""device"": ""HDDL"", ""inference_region"": ""full-frame"", ""model_proc"": ""/home/user/.local/intel/model_proc/detection/model_5090.json""}, ""emit_signals"": true, ""sync"": true, ""drop"": true, ""max_buffers"": 862}",gst-launch-1.0 filesrc location=/opt/shop_3/checkout/cam_2.mp4 ! decodebin ! gvadetect model=/home/user/.local/models/intel/classification/1.0/INT8/model_3238.xml device=HDDL model-proc=/opt/intel/model_proc/classification/model_7475.json threshold=0.9 inference-interval=7 ! queue ! gvatrack tracking-type=0 ! queue ! gvaclassify model=/usr/local/models/intel/segmentation/2.1/FP16/model_1694.xml device=HDDL inference-region=full-frame model-proc=/home/user/.local/intel/model_proc/detection/model_5090.json ! queue ! appsink name=appsink emit-signals=True drop=True sync=True max-buffers=862
"{""source_type"": ""file"", ""source_location"": ""/opt/data/store/surveillance_2/cam_4.mp4"", ""frame_rate"": ""20/10"", ""detect"": {""model"": ""/usr/local/models/intel/detection/4.0/INT8/model_5650.xml"", ""device"": ""CPU"", ""model_proc"": ""/opt/intel/model_proc/segmentation/model_4100.json"", ""inference_interval"": 5}, ""track"": {""tracking_type"": ""zero-term""}, ""inference"": [{""model"": ""/var/lib/models/pytorch/recognition/4.0/FP32/model_3378.xml"", ""device"": ""GPU"", ""inference_region"": ""roi-list""}, {""model"": ""/opt/models/intel/segmentation/1.0/FP32/model_7559.xml"", ""device"": ""GPU"", ""inference_region"": ""roi-list""}], ""emit_signals"": true, ""sync"": false, ""drop"": false, ""max_buffers"": 65}","gst-launch-1.0 filesrc location=/opt/data/store/surveillance_2/cam_4.mp4 ! decodebin ! videoconvert ! videorate ! video/x-raw,framerate=20/10 ! gvadetect model=/usr/local/models/intel/detection/4.0/INT8/model_5650.xml device=CPU model-proc=/opt/intel/model_proc/segmentation/model_4100.json inference-interval=5 ! queue ! gvatrack tracking-type=zero-term ! queue ! gvainference model=/var/lib/models/pytorch/recognition/4.0/FP32/model_3378.xml device=GPU inference-region=roi-list ! queue ! gvainference model=/opt/models/intel/segmentation/1.0/FP32/model_7559.xml device=GPU inference-region=roi-list ! queue ! appsink name=appsink emit-signals=True drop=False sync=False max-buffers=65"
"{""source_type"": ""rtsp"", ""source_location"": ""rtsp://192.168.1.29:8035/backup_low"", ""video_crop"": {""top"": 0, ""left"": 84, ""right"": 69, ""bottom"": 304}, ""caps_filter"": ""A444_12BE"", ""detect"": {""model"": ""/opt/models/intel/segmentation/5.0/FP16/model_5101.xml"", ""device"": ""GPU""}, ""track"": {""tracking_type"": 0}, ""classify"": {""model"": ""/var/lib/models/openvino/detection/1.0/FP16/model_3769.xml"", ""device"": ""GPU"", ""inference_region"": ""roi-list""}, ""inference"": [{""model"": ""/home/user/.local/models/tensorflow/classification/5.0/FP16/model_9654.xml"", ""device"": ""CPU"", ""inference_region"": ""roi-list""}, {""model"": ""/var/lib/models/tensorflow/detection/5.0/FP16/model_6273.xml"", ""device"": ""CPU"", ""inference_region"": ""roi-list""}], ""emit_signals"": false, ""sync"": true, ""drop"": false}","gst-launch-1.0 rtspsrc location=rtsp://192.168.1.29:8035/backup_low ! rtph264depay ! h264parse ! avdec_h264 ! videoconvert ! capsfilter caps=video/x-raw,format=A444_12BE ! videocrop top=0 left=84 right=69 bottom=304 ! queue ! gvadetect model=/opt/models/intel/segmentation/5.0/FP16/model_5101.xml device=GPU ! queue ! gvatrack tracking-type=0 ! queue ! gvaclassify model=/var/lib/models/openvino/detection/1.0/FP16/model_3769.xml device=GPU inference-region=roi-list ! queue ! gvainference model=/home/user/.local/models/tensorflow/classification/5.0/FP16/model_9654.xml device=CPU inference-region=roi-list ! queue ! gvainference model=/var/lib/models/tensorflow/detection/5.0/FP16/model_6273.xml device=CPU inference-region=roi-list ! queue ! appsink name=appsink emit-signals=False drop=False sync=True"
